X	Y	T
704294.0000	751.0200	14.58302701
688111.0000	476.7400	13.97687824
689475.0000	500.0600	13.10778396
691794.0000	-104.3700	12.18717912
692674.0000	-230.9200	11.76046943
693353.0000	-234.0700	11.54563576
694294.0000	-30.5500	11.39228704
695088.0000	284.6400	11.33943983
695892.0000	345.6600	11.33655053
698294.0000	439.0900	11.83610565
699094.0000	50.4200	12.04474254
701093.0000	-81.9500	12.63686785
686694.0000	368.0700	14.63143440
688695.0000	357.9200	13.41795599
690295.0000	254.1200	12.49375017
690992.0000	47.2600	12.27788432
696693.0000	525.7800	11.19741801
697492.0000	276.8500	11.29228443
699494.0000	-218.6700	11.78982227
700295.0000	4.8200	12.19387158
701892.0000	68.9300	12.88535707
705095.0000	680.7800	14.63356726
687494.0000	338.0600	14.02548567
691639.0000	103.4600	11.70208734
702693.0000	326.6800	13.15134125
703495.0000	483.2600	13.54766955
704294.0000	657.3000	14.03567607
689227.0000	213.1800	12.79450430
692915.0000	-50.0000	11.17814760
693895.0000	-196.3500	10.93847722
694694.0000	69.0700	10.87084390
695494.0000	207.6700	10.86886311
698290.0000	253.7700	11.23118484
700695.0000	-94.1900	11.95568697
686693.0000	240.8300	14.11462412
688296.0000	233.5900	13.24841096
689892.0000	267.8300	12.28021312
690697.0000	298.2100	11.84785085
692294.0000	41.3100	11.18726580
696297.0000	411.8700	10.71715568
697097.0000	183.5700	10.69991995
699100.0000	139.6500	11.28115883
699916.0000	-142.9600	11.48878002
701491.0000	85.6700	12.13147825
703894.0000	609.9700	13.37929000
705491.0000	577.0100	14.48148952
691751.0000	102.0600	11.10599276
693234.0000	-310.5600	10.61799981
694282.0000	-197.7900	10.40385372
695109.0000	174.4000	10.37664789
697891.0000	15.4100	10.64970343
702294.0000	311.2500	12.43474973
703093.0000	472.6900	12.79526785
704691.0000	767.1100	13.88262265
687496.0000	44.5300	13.35430932
689496.0000	-5.2500	12.10267481
690270.0000	1.4200	11.63040407
691117.0000	77.1700	11.15559459
695893.0000	146.1600	10.11970401
696695.0000	319.9500	10.17675495
698694.0000	70.2100	10.73977851
700295.0000	67.9100	11.15208857
688294.0000	44.0000	12.74855401
692694.0000	-129.9400	10.50116956
697438.0000	-85.9100	10.06985947
699556.0000	-219.3700	10.78575414
701094.0000	117.3400	11.44789981
701893.0000	307.6200	11.81856409
704295.0000	612.4800	13.17950006
686713.0000	263.9700	13.57211653
688915.0000	14.9200	12.16356435
692162.0000	0.2200	10.47503758
693676.0000	-96.9700	9.93804591
694434.0000	-277.1500	9.80247539
695036.0000	-104.4300	9.72411555
697994.0000	-199.0600	9.97540963
698913.0000	-250.2900	10.22571790
702698.0000	508.9000	12.07705785
703493.0000	681.5800	12.53621186
705093.0000	712.3500	13.70732890
687496.0000	155.6200	12.85776379
689495.0000	-122.1700	11.65631983
690700.0000	53.8900	10.93685465
691494.0000	112.0200	10.51996119
693094.0000	-72.3900	9.90423348
696698.0000	46.3400	9.55500023
699893.0000	78.8200	10.53337000
690114.0000	55.5100	11.09875016
695675.0000	113.6600	9.29726444
700702.0000	265.0100	10.74968685
701494.0000	283.8200	11.13476648
686698.0000	370.2100	13.08161421
688034.0000	76.3300	12.23261647
688792.0000	-124.9200	11.75669420
692512.0000	87.4400	9.89517261
696295.0000	155.6500	9.13109290
697076.0000	-158.7100	9.20124979
699434.0000	-77.5600	9.95132937
702293.0000	535.7100	11.36250542
703492.0000	412.0900	12.02969757
704294.0000	450.1200	12.58738223
705092.0000	725.7400	13.28086980
690696.0000	187.1600	10.38083169
691895.0000	40.0200	9.87425027
693496.0000	-41.7800	9.25553080
694294.0000	-148.4900	9.13640229
695082.0000	-224.6000	9.05277038
697897.0000	-98.6700	9.26515483
698693.0000	-246.7400	9.53693162
700297.0000	323.7600	10.12657319
687096.0000	334.0200	12.45529344
687716.0000	157.8500	12.01730285
688355.0000	77.4500	11.62299035
689235.0000	58.8200	11.11257278
689915.0000	241.3200	10.69068112
691274.0000	5.0300	9.86741266
692515.0000	-196.1500	9.30787045
695833.0000	-61.4000	8.66587644
701093.0000	424.9300	10.43271736
693895.0000	-139.4900	8.69271044
696694.0000	-156.5000	8.46454102
697497.0000	8.6700	8.69217370
698297.0000	-30.5700	8.89369758
699490.0000	62.4200	9.42986709
701893.0000	425.0200	10.77052491
702701.0000	267.2500	11.06627264
703496.0000	145.7200	11.55280312
704696.0000	712.3200	12.57091672
705494.0000	590.0600	13.18458174
693094.0000	-197.1200	8.87637872
694699.0000	-183.7100	8.49935294
700295.0000	77.5100	9.55353114
686695.0000	275.0900	12.39124783
688796.0000	83.0000	10.94132069
690153.0000	115.9200	10.08972530
690758.0000	37.1500	9.70340645
691592.0000	-95.5400	9.25262534
692235.0000	10.9200	8.90677555
695357.0000	-271.8300	8.11998439
696158.0000	-207.8600	8.11888875
698956.0000	-213.0400	8.78985553
704292.0000	394.6200	11.97426712
687497.0000	339.4600	11.71626643
689477.0000	326.6600	10.44954251
693494.0000	-200.5100	8.25117745
694296.0000	-249.2600	8.06888617
697092.0000	-191.0300	8.06477548
697892.0000	172.0000	8.30083136
701095.0000	95.2300	9.74553826
701891.0000	268.1000	10.23929477
702693.0000	32.7500	10.57572323
703494.0000	229.0600	11.16378952
705091.0000	752.9200	12.42961464
688291.0000	276.4700	10.93641228
694994.0000	-184.1000	7.67229066
698514.0000	42.0200	8.27575741
699494.0000	-215.4000	8.69060687
700293.0000	-157.2100	9.01604684
686694.0000	58.6100	12.05099373
689026.0000	236.3600	10.27868890
689837.0000	81.7800	9.85755914
690695.0000	-32.5100	9.26876070
691714.0000	188.7600	8.69072812
692754.0000	-73.5200	8.26053813
695834.0000	-286.8800	7.59772036
701491.0000	-6.9100	9.49909572
687497.0000	259.2300	11.21814514
693892.0000	-123.4700	7.66117922
696697.0000	58.0100	7.41585210
697495.0000	4.6000	7.67173097
702295.0000	3.6400	9.86038213
703094.0000	-50.3000	10.48745182
704295.0000	278.2700	11.42509524
705119.0000	756.2400	12.03554636
688514.0000	237.8800	10.36014056
689474.0000	45.2100	9.65242590
691112.0000	169.8700	8.67369534
692034.0000	134.6200	8.07781347
692994.0000	132.8900	7.66012461
694434.0000	-124.8500	7.26690706
695475.0000	-183.6900	7.10990966
696116.0000	-81.6600	7.06263484
697953.0000	355.6100	7.44346059
698517.0000	117.8000	7.69446581
699356.0000	-42.0800	8.03793618
700511.0000	-109.0000	8.65667976
686694.0000	60.8700	11.66601697
690295.0000	51.0400	9.02206870
701493.0000	126.9500	8.99631166
703494.0000	52.4700	10.43870727
704692.0000	416.4900	11.33438004
687554.0000	24.9100	10.82314865
693495.0000	-213.2000	7.20922792
697153.0000	196.5700	6.84316928
700071.0000	47.9500	8.03204889
702291.0000	174.1200	9.41033078
688234.0000	27.7100	10.19539271
688992.0000	70.9700	9.57635901
689795.0000	38.8100	9.03369200
690828.0000	341.6100	8.36546979
691515.0000	220.7000	7.99653318
692552.0000	22.2300	7.35565292
694075.0000	-30.1100	6.76741486
694957.0000	-5.8000	6.60709635
695792.0000	-39.6600	6.52545302
696554.0000	193.6200	6.45812254
698435.0000	118.5500	7.09954428
700912.0000	9.6500	8.42734645
702994.0000	178.7700	9.82288184
705194.0000	743.3300	11.61815323
697897.0000	484.5300	6.73756908
699094.0000	91.4500	7.23675099
703893.0000	236.3300	10.43695836
686698.0000	49.0200	11.30328265
687795.0000	-46.3300	10.29810388
688593.0000	-73.8200	9.65679119
689396.0000	79.1500	8.95421912
690120.0000	371.5100	8.37764822
691194.0000	196.0100	7.75256950
691995.0000	-29.2800	7.26535385
692993.0000	-16.6200	6.75925513
693594.0000	78.4400	6.53450997
695474.0000	-79.2500	6.01660354
697074.0000	414.9700	6.24640678
699754.0000	136.3800	7.38527994
700396.0000	106.2100	7.69763180
701191.0000	286.9300	8.19998193
701914.0000	309.3600	8.72496099
703355.0000	344.0500	9.77195440
704675.0000	466.9400	10.82661606
705555.0000	576.6000	11.56454279
694695.0000	124.8900	5.96779381
696293.0000	122.7300	5.84614238
698295.0000	239.9600	6.41376607
702709.0000	414.7500	9.18024608
687095.0000	41.6700	10.65703221
705033.0000	746.3200	10.89797387
688115.0000	-58.3800	9.74613408
688793.0000	207.4500	9.14035853
689672.0000	333.8600	8.38314672
690271.0000	370.4600	7.83436234
691516.0000	-7.6000	7.11763305
692476.0000	-66.9800	6.56595384
693515.0000	205.3300	5.95790354
695795.0000	-117.1300	5.48316088
696997.0000	424.0800	5.64347500
697794.0000	405.6900	5.92306793
698916.0000	180.3900	6.46459123
699517.0000	251.8000	6.77308202
700394.0000	205.4100	7.19524885
701397.0000	353.4700	7.93977559
702156.0000	408.4600	8.51624008
703834.0000	527.3300	9.86124864
704435.0000	652.1000	10.30294883
686700.0000	197.3900	10.75799781
694293.0000	75.1100	5.51941338
695095.0000	-207.1100	5.36448943
702694.0000	564.0300	8.73925357
690840.0000	323.7000	7.16933067
691915.0000	154.5900	6.47123488
692994.0000	299.4600	5.81092346
698513.0000	309.7900	5.86255131
703434.0000	664.2500	9.24518620
687514.0000	141.5900	9.94666402
688357.0000	301.2800	9.14081219
688961.0000	401.5400	8.65190502
689633.0000	600.5900	8.08447136
693893.0000	195.8600	5.16979914
695592.0000	-55.5600	4.84074933
696271.0000	180.5100	4.99233538
697436.0000	570.0000	5.28258883
699191.0000	321.0700	6.15460378
699916.0000	340.9100	6.50693432
701091.0000	211.9900	7.23846569
701835.0000	470.3500	7.92799890
704154.0000	727.7400	9.72916336
704832.0000	721.1300	10.42417551
705435.0000	630.1100	10.99371540
686695.0000	591.8600	10.49363735
690191.0000	554.7000	7.46071752
694694.0000	-81.3000	4.90641072
687489.0000	461.3600	9.65787495
691470.0000	398.3700	6.40619753
692111.0000	315.4200	5.86284213
692714.0000	372.0200	5.53449197
696594.0000	112.7400	4.50854138
697755.0000	358.3300	4.86346331
698394.0000	634.3200	5.31617497
699035.0000	586.9600	5.59213241
700512.0000	339.8400	6.61412886
702354.0000	620.2900	8.01744620
703232.0000	604.4900	8.72701786
688293.0000	559.5100	8.87088671
689073.0000	512.7500	8.23229513
690693.0000	470.8200	6.83027246
693493.0000	194.1800	4.87589019
694296.0000	140.2100	4.57763558
695095.0000	-29.5800	4.35904492
697145.0000	296.8700	4.44325111
699860.0000	490.2200	5.96454340
701494.0000	395.7600	7.21677698
703894.0000	544.8900	9.26831217
704695.0000	606.1500	10.10169140
705494.0000	343.7900	10.91932231
686696.0000	621.8900	10.24532526
689901.0000	256.6500	7.33725146
695795.0000	-93.3500	4.03337364
687759.0000	571.2200	9.17756861
691072.0000	186.9700	6.18766515
692327.0000	445.0500	5.24441827
692914.0000	252.3000	4.95776526
698394.0000	453.1100	4.77841332
700396.0000	594.5300	6.05934187
701995.0000	601.6400	7.39308657
702794.0000	519.7400	8.10716994
705114.0000	485.5200	10.36933576
687095.0000	411.1500	9.70898429
688693.0000	446.9000	8.21483072
691718.0000	276.4700	5.64528077
693521.0000	128.5100	4.36874609
694695.0000	-43.5300	3.90424142
696294.0000	87.0700	3.76931387
697916.0000	230.0200	4.22435056
699095.0000	464.3900	5.01501052
701073.0000	618.1600	6.46477138
703507.0000	247.4800	8.74781714
704294.0000	712.4500	9.59259718
688113.0000	336.7600	8.61924118
689428.0000	179.2300	7.40907352
690081.0000	47.4900	6.80237510
694116.0000	78.0800	3.84536735
695475.0000	-38.3600	3.48867964
696915.0000	103.3600	3.60432968
698475.0000	117.3400	4.32444557
699717.0000	497.9600	5.23366344
702435.0000	575.5000	7.58677881
686706.0000	656.6900	9.95834705
687495.0000	570.9200	9.16585850
690693.0000	3.5600	6.21423150
691494.0000	25.6000	5.50454596
701888.0000	728.4700	6.98178392
703075.0000	395.2800	8.16965722
703897.0000	568.5800	9.01957735
704696.0000	464.3400	9.78781222
692074.0000	160.4900	4.89883004
693175.0000	234.1500	4.17940948
694635.0000	114.9200	3.30231058
697492.0000	-36.1600	3.50375718
699095.0000	220.4000	4.52770000
700398.0000	615.5800	5.64095149
705357.0000	321.6800	10.32232319
688561.0000	153.7500	7.97903382
692635.0000	420.9600	4.40560224
693755.0000	107.7700	3.65798881
695153.0000	-7.0700	2.86729241
695914.0000	-85.7500	2.87059805
696634.0000	39.7800	2.98859956
698075.0000	-86.6800	3.63297378
701034.0000	549.1100	6.03435222
702714.0000	564.5200	7.65370969
686712.0000	442.1700	9.71558875
687494.0000	339.9400	8.94647209
689486.0000	22.6200	7.05418742
690294.0000	-80.3200	6.29765750
691070.0000	-78.4100	5.56074729
699892.0000	387.7100	4.96932330
703494.0000	339.3200	8.39881977
704371.0000	573.9100	9.25005431
692353.0000	175.9600	4.31348029
693154.0000	474.7600	3.74941534
694193.0000	393.5000	2.97504353
697236.0000	-135.2500	2.74379721
698355.0000	220.5000	3.51974318
699194.0000	384.9900	4.19625306
701635.0000	314.1800	6.41159124
705114.0000	408.7100	9.84447939
688151.0000	318.3800	8.22932688
689092.0000	307.0300	7.30839929
691716.0000	1.9300	4.85462644
695479.0000	-22.6400	2.27675119
700353.0000	689.7600	5.19653762
702315.0000	730.4900	7.07882030
686702.0000	418.1000	9.56794087
687514.0000	190.2000	8.75570782
689954.0000	132.9200	6.38254790
690699.0000	80.7200	5.70047889
696293.0000	-0.1800	2.23204426
699794.0000	594.4000	4.51991635
701075.0000	278.7000	5.75570698
703092.0000	538.3100	7.83190911
703894.0000	496.0000	8.58592545
691268.0000	-82.6500	5.03824212
692673.0000	104.6800	3.74070798
693274.0000	301.9900	3.23820320
693953.0000	436.5700	2.72250490
694755.0000	379.8500	2.19220610
696796.0000	-70.2900	2.04214687
697553.0000	-21.3400	2.48485319
698194.0000	31.7700	2.98481283
698794.0000	226.1400	3.50013673
704434.0000	536.1200	9.01145893
705477.0000	321.3700	10.07073472
688396.0000	208.9400	7.82464474
689093.0000	107.1400	7.10756820
691895.0000	-34.6100	4.38596026
700310.0000	474.9600	4.87271154
701892.0000	620.8500	6.51625944
702694.0000	605.3400	7.27363137
703494.0000	533.0300	8.05537642
686696.0000	506.2300	9.49478900
695635.0000	124.1500	1.42659189
699474.0000	446.5700	3.98073749
687595.0000	424.5700	8.58778281
689874.0000	-54.5100	6.25982503
690667.0000	-88.8300	5.47573223
693635.0000	347.1500	2.62959331
694395.0000	251.7600	1.97942260
696314.0000	-129.7800	1.41634215
697441.0000	-69.5000	1.98953941
698594.0000	246.7600	3.05111255
700954.0000	216.2400	5.40726551
704795.0000	606.8800	9.27479827
688291.0000	188.6000	7.81170058
691492.0000	-104.4700	4.61892613
692244.0000	33.9400	3.87823867
693038.0000	282.3800	3.09013316
701895.0000	435.2100	6.31778635
703099.0000	551.1200	7.53096402
703834.0000	463.6500	8.26449127
705495.0000	510.1900	9.95862316
687093.0000	624.7900	9.09016147
688987.0000	84.7200	7.09955394
689630.0000	-93.7400	6.42523613
690234.0000	-157.6500	5.82084881
693874.0000	109.5900	2.16764549
694835.0000	315.8600	1.31016322
695714.0000	267.4900	0.77664996
696834.0000	-135.3900	1.29746825
699393.0000	511.7200	3.77320642
700154.0000	423.9700	4.52601214
704477.0000	361.8400	8.90361912
687896.0000	532.2200	8.26162742
691099.0000	-160.4400	4.93786543
691890.0000	-43.0200	4.14309818
696293.0000	70.0000	0.73411143
697954.0000	258.9800	2.31984625
698718.0000	273.2800	3.02494338
701096.0000	214.7900	5.43132469
705074.0000	452.6800	9.50356107
686694.0000	580.4700	9.46875466
692675.0000	333.6600	3.31624529
697322.0000	27.1400	1.60214697
702234.0000	495.6200	6.59529923
688560.0000	490.8900	7.60389824
689093.0000	96.2700	6.94233300
693234.0000	79.3100	2.69920953
694394.0000	34.9200	1.54122113
695313.0000	161.9400	0.65615527
699712.0000	354.2900	3.98435898
700393.0000	296.0900	4.68330291
702874.0000	701.7900	7.26503083
703553.0000	480.9500	7.96367368
687495.0000	288.2900	8.62991110
689890.0000	-81.1900	6.11351854
690698.0000	-210.3800	5.28923147
695895.0000	211.0800	0.00000000
696693.0000	-179.8900	0.89626937
697916.0000	100.4500	2.15401215
