X	Y	T
699095.0000	270.8200	3.35329025
701494.0000	135.2500	5.78031988
704291.0000	377.6800	8.70777272
686692.0000	522.9900	9.47924050
691433.0000	-157.6700	4.54829906
692073.0000	23.0000	3.88300773
694793.0000	95.6200	1.13907882
702196.0000	379.7400	6.54874158
703195.0000	579.9900	7.59735114
704993.0000	270.1600	9.42810152
688153.0000	211.1300	7.97300429
688911.0000	385.8300	7.22715931
689439.0000	46.6900	6.59389401
692834.0000	87.8600	3.13206914
693675.0000	-60.8900	2.26828458
696295.0000	-51.8100	0.65078893
697091.0000	-189.9600	1.36174835
698395.0000	29.8900	2.63488478
699955.0000	169.8000	4.24438480
700795.0000	253.6900	5.08099346
690154.0000	-204.1700	5.86906395
695502.0000	95.5100	0.66353450
701513.0000	79.5100	5.83821858
703893.0000	335.9900	8.36293768
705494.0000	214.7800	9.96815783
686693.0000	473.2000	9.57497569
687513.0000	31.2100	8.69981326
688554.0000	50.1200	7.66654875
690955.0000	-278.6300	5.09514333
691713.0000	-159.6200	4.32999860
694113.0000	-82.6900	1.95681268
697637.0000	-185.6200	1.98238412
698995.0000	181.9400	3.32003614
699595.0000	85.6000	3.92878682
700237.0000	17.1600	4.57340536
702393.0000	558.9400	6.86309686
704475.0000	196.8700	8.99514771
689396.0000	304.7200	6.79864031
692292.0000	-29.2200	3.77975119
693078.0000	-37.0700	3.01201284
694698.0000	-48.9200	1.61393676
695872.0000	76.2600	1.05367438
696694.0000	-12.7900	1.30717204
698294.0000	-91.5000	2.67828006
703097.0000	635.3900	7.59212819
705094.0000	105.5300	9.64455821
701475.0000	-26.2300	5.85738663
686697.0000	510.8500	9.68890422
687787.0000	151.9700	8.52020864
688357.0000	-102.1600	7.90485510
689640.0000	96.5600	6.56549639
690355.0000	-78.0300	5.83653030
691320.0000	-293.1100	4.84243860
693551.0000	-226.5200	2.75254899
695273.0000	-64.3100	1.51107051
698834.0000	31.0000	3.34950058
699914.0000	-25.2100	4.35328458
700714.0000	6.0100	5.13354857
703714.0000	354.3400	8.30996250
691891.0000	-229.5400	4.37908445
692694.0000	-44.5800	3.59522019
694350.0000	-67.6000	2.22914683
696294.0000	-135.0800	1.65556183
697097.0000	-212.9400	2.03550424
697893.0000	-233.6000	2.58863313
701893.0000	299.4000	6.41847984
702694.0000	599.9900	7.28603705
704355.0000	409.0100	8.95984531
705490.0000	-30.5900	10.14635455
688957.0000	119.0200	7.31106149
694994.0000	-280.4900	2.13891106
695674.0000	-40.0300	1.90073770
699235.0000	-182.2700	3.95675376
700274.0000	-187.2800	4.88306554
703436.0000	670.9400	8.05059611
686697.0000	499.2000	9.72071278
688110.0000	15.6100	8.21366414
689895.0000	41.4700	6.46570289
690698.0000	-222.1900	5.67545383
692333.0000	-32.0500	4.19056121
693092.0000	-317.0300	3.54418760
693894.0000	-335.5200	2.97600148
696690.0000	-337.2400	2.31225347
697494.0000	-330.7800	2.74322734
698293.0000	-85.8100	3.20039431
700995.0000	-16.7800	5.61606417
704997.0000	243.1500	9.66901555
687494.0000	118.0800	8.85123294
691492.0000	-315.3400	4.99352455
699793.0000	-109.0100	4.63968062
688557.0000	-82.5100	7.87650514
694354.0000	-84.2600	2.89757551
695393.0000	-232.6600	2.48856927
696193.0000	-84.2800	2.45309539
698875.0000	-178.2500	3.92312151
700394.0000	-42.9700	5.26485071
701516.0000	98.2200	6.25278813
702115.0000	217.5400	6.83300656
702716.0000	387.8600	7.41546677
703715.0000	556.6100	8.43033160
704314.0000	172.0100	9.13074362
705395.0000	-34.7000	10.22137825
686694.0000	461.5700	9.82238103
689094.0000	72.5400	7.42121287
690391.0000	-116.4700	6.19379448
691956.0000	-163.8900	4.81053197
692695.0000	-169.5500	4.20272482
697079.0000	-318.6100	2.94983916
697833.0000	-231.0700	3.37105500
703195.0000	695.7700	8.04384449
687995.0000	153.1600	8.57019521
691098.0000	-325.2100	5.61272406
693478.0000	-204.6900	3.76074903
699353.0000	-167.4800	4.57281059
701033.0000	-111.6900	5.97368387
704114.0000	488.9700	8.98596278
687095.0000	236.2700	9.53478744
689754.0000	75.5000	6.93155379
694075.0000	-190.6300	3.49592967
694793.0000	-227.7800	3.16893152
695495.0000	-201.6000	3.15351265
696267.0000	-195.1200	3.16480699
698355.0000	-113.7400	3.93218444
699997.0000	83.3200	5.18503206
701914.0000	205.5700	6.93587987
702695.0000	523.0900	7.68083335
704666.0000	271.2000	9.61362885
705355.0000	165.3600	10.25090091
688691.0000	-189.5900	8.02964455
692075.0000	-146.9400	5.10221273
697634.0000	41.9700	3.89308606
703234.0000	661.8000	8.29640504
687598.0000	79.9200	9.16993114
689881.0000	-45.6700	7.08689653
690556.0000	-86.8500	6.42051591
691202.0000	-354.0400	5.90462324
692674.0000	-176.6400	4.75191526
693275.0000	-240.9600	4.38073643
696874.0000	-208.0300	3.58977634
698712.0000	100.9800	4.59788318
699436.0000	74.8700	5.06071983
700515.0000	109.5600	5.91368465
701115.0000	204.6200	6.43018936
703952.0000	690.9700	9.02066360
686694.0000	392.4300	10.13564303
688233.0000	-172.7900	8.64152025
689095.0000	-131.2500	7.82631910
693953.0000	-293.0200	4.15102269
694792.0000	-315.6900	3.84734053
695895.0000	-136.3900	3.65167347
702294.0000	397.2200	7.56361117
705094.0000	393.6000	10.19441854
704394.0000	624.9600	9.61399632
687494.0000	243.3800	9.58065657
689474.0000	-209.9600	7.75227293
690311.0000	-166.7400	6.98944792
691465.0000	-87.3800	6.12516338
692317.0000	-241.8400	5.41416241
693094.0000	15.7900	5.07456968
696235.0000	129.3300	4.16223656
696874.0000	106.8300	4.17650876
697713.0000	266.1300	4.51222516
698354.0000	266.2800	4.93411226
699236.0000	264.2300	5.38100569
700034.0000	328.7700	5.89399658
701513.0000	359.9200	7.04210441
702873.0000	631.7900	8.27364691
703492.0000	611.9100	8.87103584
686694.0000	549.2500	10.43913778
694352.0000	-188.4700	4.48622913
695551.0000	75.8800	4.22139897
700694.0000	365.5200	6.48726674
688191.0000	46.8100	9.04025562
688789.0000	-14.6900	8.49734384
690948.0000	149.4400	6.78557604
693553.0000	110.9200	5.20040299
694794.0000	142.5400	4.72748193
696673.0000	228.6300	4.67597841
697355.0000	171.1200	4.87442145
699595.0000	394.2300	5.99590768
701195.0000	391.1400	7.08800958
701792.0000	528.3800	7.60603565
702432.0000	608.0300	8.14432186
704316.0000	658.3400	9.80323045
704914.0000	581.8700	10.34554306
687095.0000	357.6100	10.21021765
689951.0000	0.2400	7.65517876
691956.0000	192.1000	6.20929331
692555.0000	-25.9400	5.71474730
695894.0000	227.7500	4.75972759
698296.0000	360.0400	5.45136919
700295.0000	520.2600	6.59399386
703073.0000	674.8900	8.79911080
705473.0000	645.6500	11.02375802
687672.0000	98.9300	9.79273988
688434.0000	89.0900	9.16209426
689033.0000	268.8700	8.66858306
690632.0000	251.2200	7.40337197
691350.0000	106.4400	6.90762029
693033.0000	278.5800	5.91813805
694033.0000	223.5200	5.45241047
695193.0000	191.2700	5.13391002
697113.0000	362.8600	5.31213539
699113.0000	414.8500	6.12563714
700955.0000	597.1600	7.31039485
703756.0000	702.5000	9.55830138
704355.0000	644.9600	10.12189807
686693.0000	531.1300	10.86453400
692294.0000	198.8700	6.37050622
696204.0000	356.1500	5.31840372
697993.0000	372.9700	5.79900028
699892.0000	541.7900	6.79036003
701795.0000	643.3100	8.11648024
702693.0000	648.0500	8.76270817
689901.0000	314.5400	8.17552583
694595.0000	156.3600	5.70593530
704955.0000	605.5100	10.81951224
687094.0000	281.2800	10.67419763
687871.0000	299.0300	9.97864473
689095.0000	456.8300	9.04575224
690993.0000	272.6000	7.54960414
691794.0000	147.6100	7.01213630
693095.0000	297.4200	6.44856536
695435.0000	222.3600	5.68244616
696696.0000	497.2500	5.86879819
697494.0000	415.3900	6.05841748
698554.0000	541.6500	6.45331585
699395.0000	377.5100	6.75396248
700394.0000	410.4300	7.42858942
703474.0000	585.8900	9.62800027
692296.0000	401.3300	6.96718959
693894.0000	411.9000	6.25537284
701093.0000	600.2200	7.94129996
702296.0000	580.0100	8.79786683
704292.0000	641.9200	10.44899283
688353.0000	353.9300	9.77973747
689635.0000	403.6500	8.85642061
690274.0000	438.6200	8.39988306
691355.0000	428.5400	7.74576313
694517.0000	301.4700	6.31684936
695114.0000	441.2400	6.21849111
695875.0000	322.8500	6.10549496
699715.0000	551.2700	7.41936718
702954.0000	543.2900	9.49589676
704913.0000	608.0500	11.09226284
686694.0000	493.1000	11.26495778
687491.0000	399.8400	10.68391652
693081.0000	393.7400	7.00229560
697094.0000	487.0300	6.53510055
697910.0000	377.4700	6.76490160
698672.0000	359.4600	7.03972842
700296.0000	629.2500	7.84717697
701892.0000	550.4500	8.84203255
705494.0000	631.7100	11.68144544
688155.0000	461.3100	10.37299411
688874.0000	401.6400	9.74828822
689993.0000	510.0000	9.01290074
690754.0000	486.6900	8.52702722
691494.0000	472.0300	8.14335193
692075.0000	233.7800	7.77404736
693715.0000	376.7500	7.07633644
694793.0000	487.4200	6.77455246
695632.0000	415.7300	6.68904210
696236.0000	339.8200	6.69066589
699275.0000	479.1800	7.60927596
700874.0000	582.7100	8.43499474
702433.0000	415.3500	9.48030571
703352.0000	476.1300	10.13856864
704153.0000	444.6300	10.77713621
705103.0000	705.2400	11.63199355
686697.0000	621.1200	11.62022660
692691.0000	433.3200	7.64155802
697494.0000	551.5200	7.10164927
698300.0000	447.8400	7.34976984
699894.0000	473.1500	8.07409574
701493.0000	432.9400	9.02466962
687632.0000	635.9200	11.05460931
688960.0000	641.9300	10.09463085
692153.0000	535.1300	8.22530228
693234.0000	504.4900	7.74939752
694074.0000	443.4000	7.45270577
696594.0000	362.2500	7.25556137
698874.0000	586.7600	7.91408286
700515.0000	520.6800	8.69328875
702794.0000	368.7200	10.10932710
703794.0000	321.4900	10.82801676
704517.0000	516.4600	11.39153497
688292.0000	580.7100	10.69279958
689895.0000	627.3900	9.59448940
690692.0000	579.6900	9.08749308
695088.0000	507.7600	7.47952864
701894.0000	302.9200	9.66292321
705495.0000	487.3500	12.33379155
686696.0000	626.8800	11.96924954
695894.0000	395.0200	7.44887315
697494.0000	512.6800	7.71691244
698295.0000	570.4500	7.92644416
699492.0000	527.5200	8.44991921
689275.0000	565.4500	10.27917762
691312.0000	493.5600	9.06321467
692513.0000	457.8600	8.50138335
694554.0000	510.9200	7.92435919
700073.0000	405.1900	8.90761823
700916.0000	479.9100	9.34955662
702515.0000	180.0800	10.32757426
687095.0000	462.2400	11.99632667
687897.0000	512.1100	11.43805257
689890.0000	492.6800	10.06389989
690697.0000	332.0900	9.57998293
691892.0000	493.6900	8.95297141
693435.0000	468.4900	8.26561523
696294.0000	379.2800	7.95218539
697094.0000	331.9900	8.07240164
698756.0000	374.8000	8.48244415
701472.0000	564.7200	9.85175079
703094.0000	330.6700	10.82896774
703914.0000	455.2000	11.47363585
704514.0000	527.9700	11.86459476
705194.0000	690.6400	12.38847794
688755.0000	537.3900	10.92039338
695514.0000	387.7400	8.21710686
698035.0000	375.2300	8.54831235
689434.0000	649.4700	10.69409196
691494.0000	447.9100	9.59878773
692693.0000	475.4000	9.04229327
694034.0000	365.0800	8.47399929
696695.0000	302.9500	8.47925771
699273.0000	375.6500	9.04841017
700273.0000	150.4600	9.51899693
701954.0000	371.4500	10.48161002
686692.0000	401.1000	12.62508286
688293.0000	380.9300	11.52730630
690295.0000	548.6600	10.26474351
702693.0000	232.6500	11.01170753
703313.0000	276.9600	11.48263229
705492.0000	462.7700	13.00935578
687552.0000	487.9200	12.15475694
688873.0000	513.8800	11.36921816
690834.0000	418.7800	10.22117814
692151.0000	347.7600	9.60887160
693234.0000	392.8000	9.20203065
694436.0000	281.2000	8.92281314
695034.0000	196.0800	8.85876220
696115.0000	334.0600	8.68343274
697356.0000	226.7800	8.94144647
698515.0000	261.0600	9.24353236
699717.0000	242.5600	9.71909509
700593.0000	221.3900	10.12014507
701275.0000	347.9300	10.42890169
704034.0000	627.1100	12.14044795
704714.0000	684.6200	12.60371420
687092.0000	233.8000	12.77437668
689794.0000	602.7000	10.90019099
701895.0000	404.4500	10.94067573
691554.0000	468.6100	10.26629379
692695.0000	426.5500	9.75123068
698077.0000	318.5900	9.52904039
702674.0000	220.2300	11.49126335
705194.0000	692.7400	13.19880515
687598.0000	435.8000	12.57196949
688361.0000	388.4700	12.06838536
689157.0000	622.2000	11.59151404
690347.0000	636.3600	10.91030994
693756.0000	457.8800	9.55600767
695794.0000	260.8100	9.24826045
696675.0000	139.2600	9.34849520
697494.0000	270.6100	9.57979677
698874.0000	174.1600	9.83046435
699482.0000	205.5000	10.19264465
701394.0000	379.0500	11.01223152
703433.0000	377.4000	12.12551234
704675.0000	525.0400	13.05556154
687049.0000	245.9300	13.21473253
695093.0000	252.9700	9.57423963
700634.0000	246.0000	10.74563821
702154.0000	262.4800	11.58492213
688713.0000	467.6600	12.28874927
689551.0000	421.2600	11.82301645
691161.0000	600.1800	10.94889907
691918.0000	549.9400	10.60199734
693033.0000	518.4600	10.25773041
694073.0000	311.9800	10.00803073
696234.0000	96.8900	9.79338450
700035.0000	136.5700	10.76948864
702954.0000	183.4100	12.18529803
703913.0000	385.6300	12.77719252
705232.0000	445.3100	13.73727621
687896.0000	303.3100	12.94419162
690287.0000	442.4300	11.61833510
695496.0000	234.3600	10.00463830
697513.0000	203.9700	10.19114415
698693.0000	142.4800	10.38378512
694694.0000	361.0800	10.22611278
696914.0000	151.6300	10.13758329
699513.0000	38.6800	10.94183740
700715.0000	100.3000	11.46672423
701495.0000	188.9500	11.76472606
704631.0000	376.3400	13.52388780
686696.0000	347.7800	13.93090353
688393.0000	429.6300	12.90090429
689476.0000	535.5700	12.37501820
691237.0000	409.8600	11.51316229
691913.0000	490.1800	11.22686729
693554.0000	450.1700	10.61785128
696075.0000	311.2600	10.36593986
698295.0000	270.3600	10.69395502
702393.0000	50.6400	12.31624360
703392.0000	204.8700	12.86094762
705435.0000	364.1300	14.31290005
687494.0000	428.6300	13.66660921
692693.0000	389.1800	11.07933838
694112.0000	258.9500	10.72685305
696728.0000	93.5500	10.68800043
697513.0000	234.9700	10.78117125
703914.0000	234.6100	13.45778493
688995.0000	480.5800	12.96752792
690430.0000	322.8600	12.23352303
694675.0000	205.9900	10.88872556
699115.0000	205.1600	11.22967204
699954.0000	315.7000	11.65116929
700674.0000	191.9100	11.98933312
701674.0000	275.0900	12.43300950
704675.0000	310.5700	14.09182744
688112.0000	439.1700	13.55407555
693496.0000	410.7500	11.31745131
695274.0000	292.5900	10.88877990
696115.0000	333.7000	11.04384161
698291.0000	161.6400	11.31946387
702293.0000	167.2500	12.85109599
703274.0000	402.8400	13.45627094
705274.0000	227.3100	14.61895568
687093.0000	473.3800	14.32559755
689834.0000	583.1800	12.85034377
691096.0000	357.8500	12.17459462
691754.0000	330.3000	11.99926524
692913.0000	276.2000	11.76210934
694151.0000	488.1900	11.58927298
696756.0000	161.0200	11.42820779
697396.0000	148.8100	11.50780016
698835.0000	127.4300	11.86397859
699634.0000	291.1400	12.10253244
700913.0000	415.7600	12.63130535
701873.0000	424.9600	13.04191885
702673.0000	468.6700	13.51353431
703955.0000	335.2600	14.11250933
705494.0000	674.7100	15.24101508
688718.0000	242.3900	13.76128475
690695.0000	432.6000	12.78331069
692355.0000	224.5200	12.20278409
694688.0000	328.8500	11.70312346
695495.0000	177.2400	11.49938754
704954.0000	278.4600	14.83043979
686694.0000	480.9100	15.04707274
687496.0000	567.8000	14.52274025
689500.0000	363.5500	13.51637608
691272.0000	226.1900	12.78697763
700313.0000	487.9900	12.65115890
688227.0000	462.3100	14.28655907
690120.0000	335.9900	13.31282041
691894.0000	66.1000	12.74377213
693194.0000	139.3400	12.26094385
693794.0000	294.4900	12.10246276
696114.0000	158.2100	11.93714199
697028.0000	18.3800	12.10329703
697875.0000	113.2800	12.07207101
699395.0000	253.4400	12.57271898
700835.0000	527.9500	13.18142700
702235.0000	527.3700	13.78500983
703155.0000	356.5000	14.17234937
704430.0000	480.9100	14.82431074
705494.0000	659.3000	15.63773438
688913.0000	148.8000	14.19317633
694476.0000	207.3100	12.33220919
695114.0000	172.1600	12.22439192
698699.0000	38.5800	12.47884178
700073.0000	208.8500	13.01870567
701515.0000	412.8500	13.54153659
703753.0000	536.0200	14.71713358
686691.0000	260.8700	15.56231317
687634.0000	392.1400	15.03670851
689634.0000	420.1800	14.03538199
690594.0000	325.5000	13.57136680
691393.0000	295.4500	13.32796650
692553.0000	23.7300	12.89293399
693555.0000	123.4800	12.70221016
698075.0000	-52.8300	12.68343205
688297.0000	327.3400	14.86080410
695714.0000	50.8900	12.49193936
699273.0000	241.1800	13.10387369
702555.0000	551.2600	14.39245105
704710.0000	630.5000	15.51480538
691913.0000	167.6000	13.39537015
694725.0000	218.7000	12.92328425
696313.0000	139.3000	12.74266424
696956.0000	66.8400	12.77642388
698661.0000	203.3700	13.18651897
700474.0000	295.0700	13.63406997
701114.0000	376.3600	13.96195400
701835.0000	206.7500	14.25461878
703273.0000	402.4400	14.88215502
688835.0000	263.5200	14.90630427
690753.0000	362.8300	14.06551111
692996.0000	110.8700	13.31694646
693893.0000	274.1100	13.23831967
703875.0000	318.8100	15.45658239
705484.0000	655.4100	16.25684734
686694.0000	83.5400	16.29152375
687493.0000	338.4900	15.78362586
688315.0000	508.2300	15.45848280
689435.0000	309.3700	14.84761014
690077.0000	437.1500	14.41749290
692313.0000	77.8700	13.77227318
695676.0000	247.6900	13.23090845
697512.0000	45.1900	13.32018139
698232.0000	-83.1000	13.49643235
699891.0000	263.3400	13.77756208
700693.0000	335.1800	14.25107597
702307.0000	156.9300	14.84515540
696547.0000	182.8300	13.41205785
699194.0000	53.0900	13.81880692
701495.0000	100.3500	14.73096338
703080.0000	178.0400	15.39384969
704693.0000	386.4200	16.14464384
694356.0000	347.4100	13.61249839
703894.0000	256.8900	15.99023867
705493.0000	519.5100	16.75761852
695078.2100	245.2600	13.50445619
700101.1300	-67.7600	14.40403450
688852.6400	294.6700	15.41318303
690570.8100	249.3800	14.67793029
691442.2500	166.8700	14.30325611
693607.2800	154.4900	13.83429888
705553.6200	495.6300	10.84512443
692974.2700	243.6200	13.92442877
686415.8800	161.5300	16.64955265
687079.4200	524.0900	14.69733186
687109.9100	574.0200	15.16278272
687107.0200	512.7100	15.63659419
688115.4900	378.9700	14.80684560
687797.8100	413.7800	15.29293641
687844.7500	84.4400	12.91181643
687923.9700	148.5300	13.24908121
687161.8700	153.4700	13.29992155
687067.4800	243.6400	13.02269476
687074.4300	174.0600	13.70987297
687421.1800	216.0400	12.52068761
687058.8700	267.6700	11.91729700
687043.2400	292.0900	14.17814678
689645.6500	319.2100	14.21266879
689482.0400	490.3900	13.41642724
688984.7100	285.3600	14.39720299
689096.1900	385.4800	13.20504259
688648.5900	400.6800	14.13498121
690474.2900	253.1300	13.75937855
689891.1800	295.3600	12.78400522
689518.0400	149.9100	12.41989105
689877.0200	19.7000	11.62831765
689123.3300	-86.7700	11.74110863
688783.8500	119.4800	12.69670689
690297.4600	190.7100	11.95562047
690456.0800	128.6800	10.17424335
690281.6500	33.2800	9.66256174
688784.3000	307.1200	15.53800288
689421.6800	211.5100	10.11659212
687037.5400	532.3400	10.04008201
686407.5000	99.0900	11.19958943
687137.8800	161.7600	10.38249026
687911.1400	329.4600	9.43019321
687919.2900	79.5500	9.67962004
687598.8000	-11.5800	10.17870169
686477.9000	603.2000	10.04852911
687074.4600	484.5500	9.46499014
687101.7900	354.3000	9.10301404
687733.6200	510.4400	9.04140463
688196.9600	493.1800	8.75311649
687882.2100	441.1600	8.28009791
687347.4700	506.9900	9.60973210
688189.2700	-55.2700	10.02930212
688442.7700	-7.3200	9.57983752
688997.0600	57.9100	9.29887917
689232.3000	332.2300	8.66311508
688998.9800	145.9700	9.92467031
690231.0400	201.3900	8.65540499
690686.7200	90.0500	8.92611959
688336.9800	363.6600	7.78952995
689931.4900	-127.5200	6.09228364
690366.0900	-184.2300	5.64376418
691792.2300	40.0800	12.60777006
692240.3200	-82.0900	11.96086059
691380.2400	-5.1800	12.28031194
692731.9700	-172.5400	13.65455469
692641.4900	-113.1900	12.41950900
692030.2200	52.1000	13.61269347
692102.5400	60.2100	13.14964547
691342.0200	115.0200	11.45388222
691184.7200	49.7800	9.15171060
692295.1600	13.9500	10.79657945
693405.5300	-255.7000	11.01285760
693069.4200	-158.4200	10.29101658
692040.5000	-15.8300	9.38926654
692682.8300	-154.5100	8.85053866
692135.5300	45.1800	10.10379959
692537.7500	-83.7300	11.39401833
693544.1000	-21.9600	13.33700210
694310.1400	111.9900	13.21435960
694280.4700	51.6600	12.77306740
693611.7000	57.3400	13.98286165
695542.7100	466.0800	13.22964685
695215.7300	417.1800	13.66786546
696277.9900	586.4000	13.26744271
694766.9600	205.6800	12.28944992
694593.3500	113.6000	11.80023546
695497.6200	320.6500	11.62103073
695121.8100	356.7800	12.72002879
695923.1200	335.9400	10.91097564
693460.8600	-62.7100	9.65302479
694706.0800	-98.9700	10.14107773
694054.7200	-222.1000	10.07651970
694733.8300	-223.3100	9.39658957
694933.7000	-216.4000	8.10076640
695417.8100	-263.3500	7.69490986
695090.8000	230.1600	10.93363484
691006.7000	245.2000	7.44443963
690656.7000	336.8900	7.99072276
691595.1800	52.0100	7.40108936
693225.4200	-95.3200	7.96687949
692514.0000	51.8600	7.91861205
692361.7000	198.6100	6.04537943
693083.2700	276.6000	5.15663197
692449.0700	400.0700	5.45923995
691885.4600	212.3500	5.27994969
692405.0800	392.9900	4.83646818
692743.8400	382.2000	4.06358872
693009.5000	259.2000	3.29575918
693047.2200	2.9400	7.16224942
693311.5400	113.1300	6.37211935
695374.5000	-77.0100	6.44173146
695921.7500	-13.7300	6.08718152
693909.5000	122.9400	4.42052214
694015.3700	228.2500	2.21041888
694354.4200	177.8400	1.74217273
695068.8500	-33.6400	3.33248887
695938.9100	210.3400	0.40526649
694691.4600	214.6000	2.80696692
695881.4400	-34.7600	3.61014133
695274.5000	262.4100	0.97075798
687095.5900	278.5500	9.07060629
686460.6500	602.0000	9.70655479
686441.9400	531.9000	10.19023799
687110.8700	232.3900	9.17522206
687080.3400	295.2700	9.33995388
687519.4600	149.0300	8.95769554
687865.4500	116.1500	8.54955164
687647.8100	109.1400	8.97161530
688059.9200	-15.4400	8.64677398
687112.8500	279.1800	9.22982422
687044.1300	346.8400	9.94828384
686599.2600	563.3300	10.72094750
686461.1300	600.2400	11.64709660
687112.8900	385.1600	10.90377953
687897.4800	369.2900	10.21591569
687508.8900	300.5700	10.42108537
687442.9100	221.7400	10.21318374
688547.7700	-39.0700	7.77042504
688876.9100	134.5800	7.33385408
688944.7100	54.2600	7.43180381
689399.4400	124.7300	6.93344719
689619.3700	104.4200	6.87027296
688726.2800	-99.2200	7.84605470
689833.5400	-64.3700	6.18612810
689475.7600	-5.7600	6.53588771
689880.3400	-2.3600	6.23483273
688466.1700	-98.3100	8.59989301
689174.1700	-51.0300	7.54748872
689473.1900	-66.3900	7.40121615
688661.4800	-184.3500	8.22134462
688506.6300	37.1400	8.88090614
688338.1900	220.7200	9.51059017
688052.3300	157.3300	9.57616090
688681.2800	333.8500	9.36547366
690147.0400	-29.1100	6.67451568
688560.8700	520.6300	10.21713702
689426.6000	563.5100	9.50595384
686473.7200	541.8700	12.41669393
686615.4300	315.5500	13.28779958
686491.4100	345.6900	13.74203191
686726.9100	424.4300	14.28477254
687067.6200	387.2200	13.85656611
688326.1200	481.5000	11.17333767
687963.2400	410.4400	12.08680249
687120.1700	361.5800	12.41431020
687942.0700	386.6800	13.27791331
687116.1500	601.4000	11.45329607
687111.8700	447.2000	15.03894523
688268.3100	418.6600	13.84262363
687795.2700	511.0500	14.03880978
688574.0900	372.2900	13.37601345
688805.7600	590.8300	10.52749795
688309.2600	392.3800	12.62878967
688763.8100	493.1500	11.74588574
689330.0400	626.7000	11.14164521
690292.0400	514.1700	9.57993012
690936.1700	477.5700	9.16891146
691180.7100	509.1900	8.65587558
689849.6100	478.4000	11.95149910
689925.8600	507.1600	12.35573919
689131.4000	503.4900	12.25295230
689651.7100	585.0200	9.98147836
690436.4000	337.2100	14.38812564
690995.2900	258.1500	14.35737819
691274.6800	250.7000	13.84662027
691924.7400	-160.0300	4.19843342
692087.1200	-24.4300	3.90732067
693281.3100	-18.3800	2.70260735
692857.1500	176.0400	3.08844076
693116.2500	-155.7000	3.15876613
692677.3100	33.3400	3.35650198
693058.9100	235.9000	2.94574735
691855.3700	295.0000	7.38315374
692954.8800	-126.4100	4.80606176
693001.8500	-217.8200	4.24877877
693106.9500	151.4200	5.47378373
692737.8600	367.9500	6.87350353
692400.9300	389.8800	7.30876254
692646.3000	314.3900	6.48542988
693456.3900	365.7700	6.58293541
694293.0500	-86.1400	2.58189419
694434.0000	-161.2200	3.18823367
694428.2200	-278.0600	3.65908268
694850.7400	-158.3000	1.83243446
695792.4000	-107.2600	2.30365213
695865.4400	-153.3600	2.79779711
693590.1400	-90.5900	4.68533208
694765.4400	-114.5100	4.28296616
694343.0400	36.6300	4.96725136
694686.0500	144.7800	5.21453754
693976.9800	-28.0800	4.87752568
694293.3100	294.4300	6.06662165
695357.5600	-142.1900	3.69243775
695699.4300	249.1200	5.23736935
695913.1200	319.7900	5.64517888
696273.6200	398.4800	5.94334914
694998.7400	278.5300	5.77830248
695933.4500	382.0200	7.00230672
695501.7800	447.9100	7.21675594
695117.0000	498.4600	7.03756293
694253.9100	408.5100	6.85569851
695890.9800	115.2100	0.41666910
691718.9000	497.3700	8.63072765
691531.1900	479.7900	9.24544872
691928.2000	203.5300	12.30874200
692717.0400	128.6300	13.66971698
693298.8900	167.9800	13.56184021
692311.6100	94.6000	12.63003254
692737.5600	134.5200	12.34104622
693923.0800	337.9900	10.39793421
693737.2600	392.4500	10.94205711
694733.0100	225.9300	9.27793665
694243.7600	301.5700	9.40098815
695022.5500	277.3000	10.51576858
694737.2600	354.3400	8.42134603
694232.3200	365.1400	12.00673474
693710.7800	377.8000	11.66139312
694541.5000	320.5500	11.32744406
695896.7400	411.7700	12.54103459
696704.1700	412.3300	10.77569213
697125.8900	540.6200	13.87493181
697073.7000	595.6000	13.38293815
696271.9300	620.6200	13.79220804
698250.1900	402.6900	12.94743754
698330.0800	405.1400	12.52919746
698364.5700	378.3000	13.46276051
697529.0200	548.0600	12.79914761
697455.7700	528.0000	12.34661905
697177.7500	606.4700	12.98876693
697837.3400	380.0800	11.67564997
697978.8000	443.9100	12.14459115
697091.7400	455.4700	11.53972227
698312.0800	92.4500	10.80113109
698709.7400	225.9600	11.62106988
697843.3500	189.5300	11.09289873
696161.5700	166.0300	9.65343054
697152.0200	-86.5400	9.65788701
697524.1000	-144.9200	9.46059877
696267.9700	-133.7500	7.49635228
697806.7200	-117.1600	10.24911442
697933.5300	218.7400	7.87260896
698558.9400	-60.0800	8.68333996
699272.1800	415.7900	14.21213035
699071.7100	192.1500	12.71875984
699545.1600	-98.6900	12.25481246
701049.5000	420.1600	13.79161227
701130.9400	454.5700	14.24215820
700337.5200	179.1000	12.92778235
699982.2800	96.0400	13.14532928
701157.2300	117.3100	13.09338907
700385.1800	284.3500	13.52257630
699112.4300	-104.8500	10.67961449
698676.2000	180.1900	11.15425886
698951.8600	-65.9300	8.15092488
698454.0600	-128.3900	10.22719827
698335.2600	-205.6400	9.74064758
699913.6300	-129.5300	11.87642439
699929.6500	-92.4500	9.07165045
700650.8200	286.6300	10.04832792
699948.3800	95.3700	9.64784739
699865.2200	116.3300	10.01788281
700638.2000	24.3800	9.48490248
700888.4400	-23.6900	9.19268423
697383.6600	484.9400	5.99700399
697503.2800	447.5600	6.43370562
696727.1000	321.3500	5.91955121
696519.5700	254.9300	5.44684158
696864.2400	331.8200	5.07293228
